rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,date
10,10,0,OLD,20208562,씨 피버,2020-05-13,5569140,2.5,260780,4.9,73178040,672,37,5.8,8431,182,232,2020-05-19
1,1,0,OLD,20207893,프리즌 이스케이프,2020-05-06,46032460,19.6,-4771540,-9.4,738265900,5543,-562,-9.2,85177,494,978,2020-05-20
2,2,0,OLD,20208282,더 플랫폼,2020-05-13,22656300,9.6,-1825300,-7.5,350107000,2692,-171,-6,38010,194,496,2020-05-20
3,3,0,NEW,20208122,카페 벨에포크,2020-05-20,20364240,8.7,20364240,100,24220240,2441,2441,100,3047,369,619,2020-05-20
4,4,0,NEW,20208663,라스트 풀 메저,2020-05-20,12817660,5.4,12817660,100,15044660,1647,1647,100,2026,333,581,2020-05-20
5,5,0,NEW,20189987,킬러의 보디가드 무삭제 특별판,2018-09-12,13535300,5.8,13535300,100,13538300,1634,1634,100,1637,293,413,2020-05-20
6,6,-3,OLD,20208686,콜 오브 와일드,2020-05-14,11119920,4.7,-9770160,-46.8,225397440,1371,-1266,-48,26423,313,436,2020-05-20
7,7,0,NEW,20208741,루키스,2020-05-20,10967580,4.7,10967580,100,10967580,1355,1355,100,1355,277,455,2020-05-20
8,8,-3,OLD,20113252,톰보이,2020-05-14,10846900,4.6,-2102680,-16.2,168141220,1311,-279,-17.5,19058,247,338,2020-05-20
9,9,-5,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,10867780,4.6,-6481840,-37.4,703546880,1304,-778,-37.4,79266,287,397,2020-05-20
10,10,-4,OLD,20173226,패왕별희 디 오리지널,2017-03-30,10146300,4.3,-2371320,-18.9,700202700,1208,-295,-19.6,78507,215,246,2020-05-20
1,1,102,OLD,20179462,위대한 쇼맨,2017-12-20,35238660,14.3,35221180,201494.2,11549173640,5692,5689,189633.3,1408714,427,700,2020-05-21
2,2,-1,OLD,20207893,프리즌 이스케이프,2020-05-06,42042140,17.0,-3990320,-8.7,780308040,5015,-528,-9.5,90192,468,900,2020-05-21
3,3,0,OLD,20208122,카페 벨에포크,2020-05-20,20100060,8.1,-264180,-1.3,44320300,2454,13,0.5,5501,368,569,2020-05-21
4,4,-2,OLD,20208282,더 플랫폼,2020-05-13,18902800,7.7,-3753500,-16.6,369009800,2234,-458,-17,40244,188,449,2020-05-21
5,5,0,OLD,20189987,킬러의 보디가드 무삭제 특별판,2018-09-12,10387940,4.2,-3147360,-23.3,23926240,1523,-111,-6.8,3160,256,350,2020-05-21
6,6,-2,OLD,20208663,라스트 풀 메저,2020-05-20,9026600,3.7,-3791060,-29.6,24071260,1174,-473,-28.7,3200,282,431,2020-05-21
7,7,32,OLD,20190280,날씨의 아이,2019-10-30,8872360,3.6,8569660,2831.1,5699912290,1071,1010,1655.7,693704,147,160,2020-05-21
8,8,-2,OLD,20208686,콜 오브 와일드,2020-05-14,8702920,3.5,-2417000,-21.7,234100360,1012,-359,-26.2,27435,242,307,2020-05-21
9,9,-1,OLD,20113252,톰보이,2020-05-14,7549320,3.1,-3297580,-30.4,175690540,874,-437,-33.3,19932,166,204,2020-05-21
10,10,0,NEW,20208265,루팡 3세: 더 퍼스트,2020-05-21,7226500,2.9,7226500,100,9620500,868,868,100,1130,109,194,2020-05-21
1,1,0,OLD,20179462,위대한 쇼맨,2017-12-20,49038460,17.5,13799800,39.2,11598212100,7850,2158,37.9,1416564,483,840,2020-05-22
2,2,0,OLD,20207893,프리즌 이스케이프,2020-05-06,54145940,19.3,12103800,28.8,834453980,6125,1110,22.1,96317,483,963,2020-05-22
3,3,0,OLD,20208122,카페 벨에포크,2020-05-20,27570020,9.8,7469960,37.2,71890320,3090,636,25.9,8591,371,603,2020-05-22
4,4,0,OLD,20208282,더 플랫폼,2020-05-13,23305900,8.3,4403100,23.3,392315700,2499,265,11.9,42743,183,474,2020-05-22
5,5,0,OLD,20189987,킬러의 보디가드 무삭제 특별판,2018-09-12,11543480,4.1,1155540,11.1,35469720,1263,-260,-17.1,4423,249,342,2020-05-22
6,6,0,OLD,20208663,라스트 풀 메저,2020-05-20,9458280,3.4,431680,4.8,33529540,1129,-45,-3.8,4329,278,416,2020-05-22
7,7,4,OLD,20173226,패왕별희 디 오리지널,2017-03-30,9254000,3.3,2122100,29.8,716588600,999,142,16.6,80363,160,178,2020-05-22
8,8,4,OLD,20207341,레이니 데이 인 뉴욕,2020-05-06,8287940,3.0,1478580,21.7,718644180,924,106,13,81008,228,276,2020-05-22
9,9,0,OLD,20113252,톰보이,2020-05-14,8223440,2.9,674120,8.9,183913980,906,32,3.7,20838,152,185,2020-05-22
10,10,-2,OLD,20208686,콜 오브 와일드,2020-05-14,7398020,2.6,-1304900,-15,241498380,871,-141,-13.9,28306,214,281,2020-05-22
1,1,0,OLD,20179462,위대한 쇼맨,2017-12-20,101373020,16.7,52334560,106.7,11699585120,16276,8426,107.3,1432840,587,1219,2020-05-23
2,2,0,OLD,20207893,프리즌 이스케이프,2020-05-06,141211460,23.2,87065520,160.8,975665440,15655,9530,155.6,111972,545,1271,2020-05-23
3,3,0,OLD,20208122,카페 벨에포크,2020-05-20,60842860,10.0,33272840,120.7,132733180,6722,3632,117.5,15313,453,783,2020-05-23
4,4,0,OLD,20208282,더 플랫폼,2020-05-13,44588000,7.3,21282100,91.3,436903700,4617,2118,84.8,47360,205,571,2020-05-23
5,5,0,OLD,20189987,킬러의 보디가드 무삭제 특별판,2018-09-12,27745260,4.6,16201780,140.4,63214980,2989,1726,136.7,7412,312,451,2020-05-23
6,6,5,OLD,20190280,날씨의 아이,2019-10-30,20398200,3.4,13266800,186,5727441890,2291,1507,192.2,696779,171,216,2020-05-23
7,7,0,OLD,20173226,패왕별희 디 오리지널,2017-03-30,19869580,3.3,10615580,114.7,736458180,2033,1034,103.5,82396,184,212,2020-05-23
8,8,4,OLD,20205402,트롤: 월드 투어,2020-04-29,15775420,2.6,10216800,183.8,1093298940,2013,1314,188,142156,175,311,2020-05-23
9,9,-3,OLD,20208663,라스트 풀 메저,2020-05-20,15888160,2.6,6429880,68,49417700,1913,784,69.4,6242,312,461,2020-05-23
10,10,0,OLD,20208686,콜 오브 와일드,2020-05-14,15835120,2.6,8437100,114,257333500,1807,936,107.5,30113,270,391,2020-05-23
1,1,0,OLD,20179462,위대한 쇼맨,2017-12-20,104883200,17.7,3510180,3.5,11804468320,16842,566,3.5,1449682,598,1277,2020-05-24
2,2,0,OLD,20207893,프리즌 이스케이프,2020-05-06,134574680,22.7,-6636780,-4.7,1110240120,15003,-652,-4.2,126975,547,1279,2020-05-24
3,3,0,OLD,20208122,카페 벨에포크,2020-05-20,58586060,9.9,-2256800,-3.7,191319240,6482,-240,-3.6,21795,463,772,2020-05-24
4,4,0,OLD,20208282,더 플랫폼,2020-05-13,43900900,7.4,-687100,-1.5,480804600,4468,-149,-3.2,51828,204,564,2020-05-24
5,5,0,OLD,20189987,킬러의 보디가드 무삭제 특별판,2018-09-12,27195800,4.6,-549460,-2,90410780,3010,21,0.7,10422,318,454,2020-05-24
6,6,0,OLD,20190280,날씨의 아이,2019-10-30,20955800,3.5,557600,2.7,5748397690,2347,56,2.4,699126,194,238,2020-05-24
7,7,0,OLD,20173226,패왕별희 디 오리지널,2017-03-30,24012420,4.0,4142840,20.9,760470600,2303,270,13.3,84699,183,209,2020-05-24
8,8,0,OLD,20205402,트롤: 월드 투어,2020-04-29,17499580,2.9,1724160,10.9,1110798520,2254,241,12,144410,180,322,2020-05-24
9,9,1,OLD,20208686,콜 오브 와일드,2020-05-14,18592720,3.1,2757600,17.4,275926220,2129,322,17.8,32242,277,383,2020-05-24
10,10,-1,OLD,20208663,라스트 풀 메저,2020-05-20,16655820,2.8,767660,4.8,66073520,1970,57,3,8212,300,444,2020-05-24
1,1,0,OLD,20179462,위대한 쇼맨,2017-12-20,46185060,21.9,-58698140,-56,11850653380,7420,-9422,-55.9,1457102,520,1065,2020-05-25
2,2,0,OLD,20207893,프리즌 이스케이프,2020-05-06,36578840,17.4,-97995840,-72.8,1146818960,4465,-10538,-70.2,131440,468,961,2020-05-25
3,3,0,OLD,20208122,카페 벨에포크,2020-05-20,21023320,10.0,-37562740,-64.1,212342560,2570,-3912,-60.4,24365,381,633,2020-05-25
4,4,0,OLD,20208282,더 플랫폼,2020-05-13,12984100,6.2,-30916800,-70.4,493788700,1504,-2964,-66.3,53332,163,379,2020-05-25
5,5,0,OLD,20189987,킬러의 보디가드 무삭제 특별판,2018-09-12,9744480,4.6,-17451320,-64.2,100155260,1189,-1821,-60.5,11611,254,347,2020-05-25
6,6,0,NEW,20207501,그집,2020-05-27,6540000,3.1,6540000,100,7008000,1090,1090,100,1168,10,10,2020-05-25
7,7,3,OLD,20208663,라스트 풀 메저,2020-05-20,6589420,3.1,-10066400,-60.4,72662940,858,-1112,-56.4,9070,239,328,2020-05-25
8,8,-2,OLD,20190280,날씨의 아이,2019-10-30,6772200,3.2,-14183600,-67.7,5755169890,817,-1530,-65.2,699943,157,179,2020-05-25
9,9,-2,OLD,20173226,패왕별희 디 오리지널,2017-03-30,6330900,3.0,-17681520,-73.6,766801500,763,-1540,-66.9,85462,150,164,2020-05-25
10,10,-1,OLD,20208686,콜 오브 와일드,2020-05-14,5116620,2.4,-13476100,-72.5,281042840,642,-1487,-69.8,32884,191,238,2020-05-25
1,1,0,OLD,20179462,위대한 쇼맨,2017-12-20,44457980,19.5,-1727080,-3.7,11895111360,7160,-260,-3.5,1464262,516,1072,2020-05-26
2,2,0,OLD,20207893,프리즌 이스케이프,2020-05-06,38129600,16.7,1550760,4.2,1184948560,4626,161,3.6,136066,477,975,2020-05-26
3,3,0,OLD,20208122,카페 벨에포크,2020-05-20,21655860,9.5,632540,3,233998420,2656,86,3.3,27021,389,645,2020-05-26
4,4,0,OLD,20208282,더 플랫폼,2020-05-13,13564100,5.9,580000,4.5,507352800,1635,131,8.7,54967,178,391,2020-05-26
5,5,0,OLD,20189987,킬러의 보디가드 무삭제 특별판,2018-09-12,9997100,4.4,252620,2.6,110152360,1226,37,3.1,12837,258,341,2020-05-26
6,6,3,OLD,20173226,패왕별희 디 오리지널,2017-03-30,7695620,3.4,1364720,21.6,774497120,909,146,19.1,86371,163,176,2020-05-26
7,7,5,OLD,20113252,톰보이,2020-05-14,8942500,3.9,4451800,99.1,227195620,861,316,58,25398,145,175,2020-05-26
8,8,2,OLD,20208686,콜 오브 와일드,2020-05-14,6689600,2.9,1572980,30.7,287732440,815,173,26.9,33699,179,226,2020-05-26
9,9,-2,OLD,20208663,라스트 풀 메저,2020-05-20,6081560,2.7,-507860,-7.7,78744500,781,-77,-9,9851,234,303,2020-05-26
10,10,-2,OLD,20190280,날씨의 아이,2019-10-30,6089620,2.7,-682580,-10.1,5761259510,739,-78,-9.5,700682,154,178,2020-05-26
1,1,0,NEW,20209161,언더워터,2020-05-27,59316960,19.8,59316960,100,59316960,9686,9686,100,9686,499,1373,2020-05-27
2,2,-1,OLD,20179462,위대한 쇼맨,2017-12-20,51682400,17.3,7224420,16.2,11946793760,9013,1853,25.9,1473275,455,1091,2020-05-27
3,3,-1,OLD,20207893,프리즌 이스케이프,2020-05-06,35198140,11.8,-2931460,-7.7,1220146700,5810,1184,25.6,141876,400,895,2020-05-27
4,4,11,OLD,20207501,그집,2020-05-27,23853860,8.0,19515860,449.9,35199860,3966,3484,722.8,5616,374,593,2020-05-27
5,5,-2,OLD,20208122,카페 벨에포크,2020-05-20,19767380,6.6,-1888480,-8.7,253765800,3308,652,24.5,30329,298,462,2020-05-27
6,6,0,NEW,20208264,미스비헤이비어,2020-05-27,19069680,6.4,19069680,100,26421680,3207,3207,100,4333,375,616,2020-05-27
7,7,0,NEW,20209029,아홉 스님,2020-05-27,10768500,3.6,10768500,100,12844500,1921,1921,100,2440,133,226,2020-05-27
8,8,0,NEW,20196782,초미의 관심사,2020-05-27,11276280,3.8,11276280,100,17126280,1899,1899,100,2549,353,573,2020-05-27
9,9,-5,OLD,20208282,더 플랫폼,2020-05-13,8285000,2.8,-5279100,-38.9,515637800,1376,-259,-15.8,56343,146,280,2020-05-27
10,10,-4,OLD,20173226,패왕별희 디 오리지널,2017-03-30,5414100,1.8,-2281520,-29.6,779911220,850,-59,-6.5,87221,95,109,2020-05-27
1,1,0,OLD,20209161,언더워터,2020-05-27,51811460,20.3,-7505500,-12.7,111128420,6248,-3438,-35.5,15934,484,1267,2020-05-28
2,2,0,OLD,20179462,위대한 쇼맨,2017-12-20,38425040,15.1,-13257360,-25.7,11985218800,6148,-2865,-31.8,1479423,427,992,2020-05-28
3,3,0,OLD,20207893,프리즌 이스케이프,2020-05-06,27171060,10.6,-8027080,-22.8,1247317760,3367,-2443,-42,145243,383,769,2020-05-28
4,4,0,OLD,20207501,그집,2020-05-27,16064880,6.3,-7788980,-32.7,51264740,1936,-2030,-51.2,7552,330,480,2020-05-28
5,5,0,OLD,20208122,카페 벨에포크,2020-05-20,13530580,5.3,-6236800,-31.6,267296380,1634,-1674,-50.6,31963,259,376,2020-05-28
6,6,0,OLD,20208264,미스비헤이비어,2020-05-27,13177520,5.2,-5892160,-30.9,39599200,1587,-1620,-50.5,5920,354,545,2020-05-28
7,7,0,OLD,20209029,아홉 스님,2020-05-27,9025200,3.5,-1743300,-16.2,21869700,1509,-412,-21.4,3949,125,203,2020-05-28
8,8,0,OLD,20196782,초미의 관심사,2020-05-27,10377700,4.1,-898580,-8,27503980,1327,-572,-30.1,3876,331,516,2020-05-28
9,9,6,OLD,20196857,"조금씩, 천천히 안녕",2020-05-27,10752580,4.2,7217060,204.1,20114100,1245,683,121.5,2629,157,178,2020-05-28
10,10,-1,OLD,20208282,더 플랫폼,2020-05-13,7813500,3.1,-471500,-5.7,523451300,948,-428,-31.1,57291,135,248,2020-05-28
1,1,0,OLD,20209161,언더워터,2020-05-27,63749940,20.7,11938480,23,174878360,7128,880,14.1,23062,511,1296,2020-05-29
2,2,0,OLD,20179462,위대한 쇼맨,2017-12-20,44772600,14.5,6347560,16.5,12029991400,7109,961,15.6,1486532,450,1040,2020-05-29
3,3,0,OLD,20207893,프리즌 이스케이프,2020-05-06,34406180,11.1,7235120,26.6,1281723940,4017,650,19.3,149260,401,815,2020-05-29
4,4,0,OLD,20207501,그집,2020-05-27,21141460,6.9,5076580,31.6,72406200,2336,400,20.7,9888,351,521,2020-05-29
5,5,0,OLD,20208122,카페 벨에포크,2020-05-20,17709540,5.7,4178960,30.9,285005920,2000,366,22.4,33963,277,414,2020-05-29
6,6,0,OLD,20208264,미스비헤이비어,2020-05-27,17431220,5.6,4253700,32.3,57030420,1963,376,23.7,7883,359,565,2020-05-29
7,7,0,OLD,20209029,아홉 스님,2020-05-27,9963800,3.2,938600,10.4,31833500,1594,85,5.6,5543,124,201,2020-05-29
8,8,0,OLD,20196782,초미의 관심사,2020-05-27,11545180,3.7,1167480,11.2,39049160,1388,61,4.6,5264,333,511,2020-05-29
9,9,1,OLD,20208282,더 플랫폼,2020-05-13,9187900,3.0,1374400,17.6,532639200,977,29,3.1,58268,126,232,2020-05-29
10,10,0,NEW,20197390,조조 래빗,2020-02-05,8440000,2.7,8440000,100,965083200,844,844,100,112075,3,3,2020-05-29
1,1,0,OLD,20209161,언더워터,2020-05-27,152735040,24.5,88985100,139.6,327613400,17016,9888,138.7,40078,576,1661,2020-05-30
2,2,0,OLD,20179462,위대한 쇼맨,2017-12-20,89430060,14.4,44657460,99.7,12119421460,14204,7095,99.8,1500736,512,1329,2020-05-30
3,3,0,OLD,20207893,프리즌 이스케이프,2020-05-06,89326520,14.4,54920340,159.6,1371050460,10186,6169,153.6,159446,448,1073,2020-05-30
4,4,0,OLD,20207501,그집,2020-05-27,43222340,6.9,22080880,104.4,115628540,4790,2454,105.1,14678,392,671,2020-05-30
5,5,0,OLD,20208122,카페 벨에포크,2020-05-20,35455000,5.7,17745460,100.2,320460920,3987,1987,99.4,37950,333,525,2020-05-30
6,6,0,OLD,20208264,미스비헤이비어,2020-05-27,32078340,5.2,14647120,84,89108760,3557,1594,81.2,11440,378,656,2020-05-30
7,7,1,OLD,20196782,초미의 관심사,2020-05-27,22827800,3.7,11282620,97.7,61876960,2591,1203,86.7,7855,380,575,2020-05-30
8,8,1,OLD,20208282,더 플랫폼,2020-05-13,16921500,2.7,7733600,84.2,549560700,1751,774,79.2,60019,157,305,2020-05-30
9,9,-2,OLD,20209029,아홉 스님,2020-05-27,10442400,1.7,478600,4.8,42275900,1661,67,4.2,7204,126,217,2020-05-30
10,10,4,OLD,20180962,지푸라기라도 잡고 싶은 짐승들,2020-02-19,13250000,2.1,8250000,165,5440594750,1325,825,165,626747,6,6,2020-05-30
1,1,0,OLD,20209161,언더워터,2020-05-27,161089580,25.3,8354540,5.5,488702980,18173,1157,6.8,58251,594,1692,2020-05-31
2,2,0,OLD,20179462,위대한 쇼맨,2017-12-20,86851240,13.6,-2578820,-2.9,12206272700,13729,-475,-3.3,1514465,519,1353,2020-05-31
3,3,0,OLD,20207893,프리즌 이스케이프,2020-05-06,102086940,16.0,12760420,14.3,1473137400,11879,1693,16.6,171325,473,1124,2020-05-31
4,4,0,OLD,20207501,그집,2020-05-27,43201900,6.8,-20440,0,158830440,4777,-13,-0.3,19455,387,665,2020-05-31
5,5,0,OLD,20208122,카페 벨에포크,2020-05-20,35641860,5.6,186860,0.5,356102780,4055,68,1.7,42005,317,505,2020-05-31
6,6,0,OLD,20208264,미스비헤이비어,2020-05-27,29259520,4.6,-2818820,-8.8,118368280,3347,-210,-5.9,14787,371,635,2020-05-31
7,7,0,OLD,20196782,초미의 관심사,2020-05-27,20963200,3.3,-1864600,-8.2,82840160,2496,-95,-3.7,10351,366,574,2020-05-31
8,8,1,OLD,20209029,아홉 스님,2020-05-27,12403200,1.9,1960800,18.8,54679100,1816,155,9.3,9020,141,230,2020-05-31
9,9,-1,OLD,20208282,더 플랫폼,2020-05-13,16773300,2.6,-148200,-0.9,566334000,1760,9,0.5,61779,154,300,2020-05-31
10,10,1,OLD,20173226,패왕별희 디 오리지널,2017-03-30,13574560,2.1,1588460,13.3,815827920,1338,170,14.6,90898,99,117,2020-05-31
